Index,group,Product_Title,New Shrimp Title,UPC,brand,claim/raised,attribute,cook-state,meat type,flavor,cut type,marketing,ingredients,ingredients2,Feature Bullets,category,DescPrompt,BulletPrompt
11,1,Kroger® Extra Large Shell-On Raw Shrimp 16 oz. Bag,Kroger® Extra Large Raw Shrimp Shell-On,00011110966025,Kroger,,Extra Large,Raw,Shrimp,,Shell-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Extra Large Raw Shrimp Shell-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Extra Large Raw Shrimp Shell-On. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
12,1,Kroger® Farm Raised Butter Shrimp Scampi 6 oz,Kroger® Farm Raised Butter Shrimp Scampi,00011110623119,Kroger,Farm Raised,,,Butter Shrimp Scampi,,,0,,"Shrimp Butter (Pasteurized Cream, Lactic Acid), Parmesan Cheese (Pasteurized Cow's Milk, Cheese Culture, Salt, Enzymes, Powdered Cellulose [Anti-Caking Agent]), Roasted Garlic (Garlic, Citric Acid, Parsley, Onion Salt, Oregano, Basil, Chives, Cultured Skim Milk, Garlic Salt, Black Pepper.",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Farm Raised Butter Shrimp Scampi. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp Butter (Pasteurized Cream, Lactic Acid), Parmesan Cheese (Pasteurized Cow's Milk, Cheese Culture, Salt, Enzymes, Powdered Cellulose [Anti-Caking Agent]), Roasted Garlic (Garlic, Citric Acid, Parsley, Onion Salt, Oregano, Basil, Chives, Cultured Skim Milk, Garlic Salt, Black Pepper.","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Farm Raised Butter Shrimp Scampi. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp Butter (Pasteurized Cream, Lactic Acid), Parmesan Cheese (Pasteurized Cow's Milk, Cheese Culture, Salt, Enzymes, Powdered Cellulose [Anti-Caking Agent]), Roasted Garlic (Garlic, Citric Acid, Parsley, Onion Salt, Oregano, Basil, Chives, Cultured Skim Milk, Garlic Salt, Black Pepper."
13,1,Kroger® Farm Raised Hatch Chile Shrimp 8 oz,Kroger® Farm Raised Hatch Chile Shrimp,00011110624284,Kroger,Farm Raised,,,Hatch Chile Shrimp,,,Sustainably sourced. ,,"Shrimp Salt, Sugar, Green Chile Pepper, Onion Powder, Yeast Extract, Garlic Powder, Dehydrated Green Bell Pepper, Tomato Powder, Spices, Maltodextrin Jalapeno Pepper, Syrup Solids, Vinegar, Dehydrated Parsley Soybean Oil (as Processing Aid), Citric Acid, Natural Flavors, Lime Juice Solids Natural Smoke Flavor, Not More than 2% Silicon Dioxide (to Prevent Caking).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Farm Raised Hatch Chile Shrimp. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp Salt, Sugar, Green Chile Pepper, Onion Powder, Yeast Extract, Garlic Powder, Dehydrated Green Bell Pepper, Tomato Powder, Spices, Maltodextrin Jalapeno Pepper, Syrup Solids, Vinegar, Dehydrated Parsley Soybean Oil (as Processing Aid), Citric Acid, Natural Flavors, Lime Juice Solids Natural Smoke Flavor, Not More than 2% Silicon Dioxide (to Prevent Caking). Use this marketing message for reference: Sustainably sourced. ","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Farm Raised Hatch Chile Shrimp. Use this info for writing the bullets: Sustainably sourced.  . Don't mention any ingredients not mentioned here: Shrimp Salt, Sugar, Green Chile Pepper, Onion Powder, Yeast Extract, Garlic Powder, Dehydrated Green Bell Pepper, Tomato Powder, Spices, Maltodextrin Jalapeno Pepper, Syrup Solids, Vinegar, Dehydrated Parsley Soybean Oil (as Processing Aid), Citric Acid, Natural Flavors, Lime Juice Solids Natural Smoke Flavor, Not More than 2% Silicon Dioxide (to Prevent Caking)."
14,1,Kroger® Crunchy Jumbo Butterfly Shrimp 9 oz. Box,Kroger® Jumbo Crunchy Butterfly Shrimp,00011110963536,Kroger,,Jumbo Crunchy,,Butterfly Shrimp,,,0,,"Shrimp, Wheat Flour, Soybean Oil, Water, Modified Corn Starch, Modified Tapioca Starch, Corn Flour, Salt, Sugar, Yeast, Sodium Acid Pyrophosphate, Sodium Bicarbonate, Spices, Xanthan Gum, Cellulose Gum, Sunflower Oil, Sodium Tripolyphosphate (to Retain Moisture).",Great for Surf & Turf,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Jumbo Crunchy Butterfly Shrimp. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Wheat Flour, Soybean Oil, Water, Modified Corn Starch, Modified Tapioca Starch, Corn Flour, Salt, Sugar, Yeast, Sodium Acid Pyrophosphate, Sodium Bicarbonate, Spices, Xanthan Gum, Cellulose Gum, Sunflower Oil, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Jumbo Crunchy Butterfly Shrimp. Use this info for writing the bullets: 0 Great for Surf & Turf. Don't mention any ingredients not mentioned here: Shrimp, Wheat Flour, Soybean Oil, Water, Modified Corn Starch, Modified Tapioca Starch, Corn Flour, Salt, Sugar, Yeast, Sodium Acid Pyrophosphate, Sodium Bicarbonate, Spices, Xanthan Gum, Cellulose Gum, Sunflower Oil, Sodium Tripolyphosphate (to Retain Moisture)."
15,1,Kroger® Tail-On Peeled & Deveined Jumbo Cooked Shrimp 16 oz. Bag,Kroger® Jumbo Peeled & Deveined Cooked Shrimp Tail-On,00011110963444,Kroger,,Jumbo Peeled & Deveined,Cooked,Shrimp,,Tail-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Jumbo Peeled & Deveined Cooked Shrimp Tail-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Jumbo Peeled & Deveined Cooked Shrimp Tail-On. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
16,2,Kroger® Jumbo Shell-On Raw Shrimp 16 oz. Bag,Kroger® Jumbo Raw Shrimp Shell-On,00011110963451,Kroger,,Jumbo,Raw,Shrimp,,Shell-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",Easy Peel,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Jumbo Raw Shrimp Shell-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Jumbo Raw Shrimp Shell-On. Use this info for writing the bullets: 0 Easy Peel. Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
17,2,Kroger® Large Tail-Off Peeled & Deveined Cooked Shrimp 12 oz. Bag,Kroger® Large Peeled & Deveined Cooked Shrimp Tail-Off,00011110963871,Kroger,,Large Peeled & Deveined,Cooked,Shrimp,,Tail-Off,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Large Peeled & Deveined Cooked Shrimp Tail-Off. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Large Peeled & Deveined Cooked Shrimp Tail-Off. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
18,2,Kroger® Large Tail-Off Peeled & Deveined Raw Shrimp 10 oz. Bag,Kroger® Large Peeled & Deveined Raw Shrimp Tail-Off,00011110964397,Kroger,,Large Peeled & Deveined,Raw,Shrimp,,Tail-Off,0,,"Shrimp, Sodium Tripolyphosphate (to Retain Moisture).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Large Peeled & Deveined Raw Shrimp Tail-Off. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Large Peeled & Deveined Raw Shrimp Tail-Off. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp, Sodium Tripolyphosphate (to Retain Moisture)."
19,2,Kroger® Large Tail-Off Peeled & Deveined Raw Shrimp 16 oz. Bag,Kroger® Large Peeled & Deveined Raw Shrimp Tail-Off,00011110962201,Kroger,,Large Peeled & Deveined,Raw,Shrimp,,Tail-Off,0,,"Shrimp, Water, Salt, Sodium Tripolyphosphate (to Retain Moisture).",Resealable to Lock in Freshness,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Large Peeled & Deveined Raw Shrimp Tail-Off. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Water, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Large Peeled & Deveined Raw Shrimp Tail-Off. Use this info for writing the bullets: 0 Resealable to Lock in Freshness. Don't mention any ingredients not mentioned here: Shrimp, Water, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
20,2,Kroger® Large Shell-On Raw Shrimp 16 oz. Bag,Kroger® Large Raw Shrimp Shell-On,00011110965615,Kroger,,Large,Raw,Shrimp,,Shell-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",Easy Peel,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Large Raw Shrimp Shell-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Large Raw Shrimp Shell-On. Use this info for writing the bullets: 0 Easy Peel. Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
21,2,Kroger® Large Shell-On Raw Shrimp 32 oz. Bag,Kroger® Large Raw Shrimp Shell-On,00011110967008,Kroger,,Large,Raw,Shrimp,,Shell-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",Easy Peel,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Large Raw Shrimp Shell-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Large Raw Shrimp Shell-On. Use this info for writing the bullets: 0 Easy Peel. Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
22,2,Kroger® Low Country Inspired Shrimp Boil 18 oz. Box,Kroger® Low Country Inspired Shrimp Boil,00011110221155,Kroger,,Low Country Inspired,,Shrimp Boil,,,"A true southern gem, when it's Low Country time it's good-food meets good-fun time. A Low Country Boil mingles together in one pot bringing all those great flavors to every bite.",,"Shrimp (Shrimp, Water, Salt, Sodium Tripolyphosphate [to Retain Moisture]), Roasted Potatoes (Red Skinned Potatoes, Dextrose), Corn, Caramelized Onion Strips (Onion, Canola Oil), Andouille Sausage (Pork, Beef, Water, Seasoning [Salt, Sugar, Spices, Garlic Powder, Paprika, Sodium Erythorbate], Sodium Nitrite), Shrimp Boil Butter Blend (Butter [Cream, Salt], Salt, Spices, Dehydrated Onion, Corn Syrup Solids, Contains 2% or Less of, Garlic Powder, Lemon Juice and Natural Flavors).","One Step Cooking,Microwavable",shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Low Country Inspired Shrimp Boil. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp (Shrimp, Water, Salt, Sodium Tripolyphosphate [to Retain Moisture]), Roasted Potatoes (Red Skinned Potatoes, Dextrose), Corn, Caramelized Onion Strips (Onion, Canola Oil), Andouille Sausage (Pork, Beef, Water, Seasoning [Salt, Sugar, Spices, Garlic Powder, Paprika, Sodium Erythorbate], Sodium Nitrite), Shrimp Boil Butter Blend (Butter [Cream, Salt], Salt, Spices, Dehydrated Onion, Corn Syrup Solids, Contains 2% or Less of, Garlic Powder, Lemon Juice and Natural Flavors). Use this marketing message for reference: A true southern gem, when it's Low Country time it's good-food meets good-fun time. A Low Country Boil mingles together in one pot bringing all those great flavors to every bite.","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Low Country Inspired Shrimp Boil. Use this info for writing the bullets: A true southern gem, when it's Low Country time it's good-food meets good-fun time. A Low Country Boil mingles together in one pot bringing all those great flavors to every bite. One Step Cooking,Microwavable. Don't mention any ingredients not mentioned here: Shrimp (Shrimp, Water, Salt, Sodium Tripolyphosphate [to Retain Moisture]), Roasted Potatoes (Red Skinned Potatoes, Dextrose), Corn, Caramelized Onion Strips (Onion, Canola Oil), Andouille Sausage (Pork, Beef, Water, Seasoning [Salt, Sugar, Spices, Garlic Powder, Paprika, Sodium Erythorbate], Sodium Nitrite), Shrimp Boil Butter Blend (Butter [Cream, Salt], Salt, Spices, Dehydrated Onion, Corn Syrup Solids, Contains 2% or Less of, Garlic Powder, Lemon Juice and Natural Flavors)."
23,2,Kroger® Medium Tail-On Peeled & Deveined Cooked Shrimp 16 oz. Bag,Kroger® Medium Peeled & Deveined Cooked Shrimp Tail-On,00011110963895,Kroger,,Medium Peeled & Deveined,Cooked,Shrimp,,Tail-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Medium Peeled & Deveined Cooked Shrimp Tail-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Medium Peeled & Deveined Cooked Shrimp Tail-On. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
24,2,Kroger® Medium Tail-On Peeled & Deveined Cooked Shrimp 32 oz. Bag,Kroger® Medium Peeled & Deveined Cooked Shrimp Tail-On,00011110967015,Kroger,,Medium Peeled & Deveined,Cooked,Shrimp,,Tail-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Medium Peeled & Deveined Cooked Shrimp Tail-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Medium Peeled & Deveined Cooked Shrimp Tail-On. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
25,2,Kroger® Medium Shell-On Raw Shrimp 16 oz. Bag,Kroger® Medium Raw Shrimp Shell-On,00011110966056,Kroger,,Medium,Raw,Shrimp,,Shell-On,0,,"Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).",Easy Peel,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Medium Raw Shrimp Shell-On. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture).","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Medium Raw Shrimp Shell-On. Use this info for writing the bullets: 0 Easy Peel. Don't mention any ingredients not mentioned here: Shrimp, Salt, Sodium Tripolyphosphate (to Retain Moisture)."
26,2,Kroger® Cooked & Peeled Salad Shrimp 12 oz. Bag,Kroger® Peeled Cooked Salad Shrimp,00011110964212,Kroger,,Peeled,Cooked,Salad Shrimp,,,0,,"Shrimp (Pandalus Jordani), Salt.",Resealable to Lock in Freshness,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Peeled Cooked Salad Shrimp. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp (Pandalus Jordani), Salt.","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Peeled Cooked Salad Shrimp. Use this info for writing the bullets: 0 Resealable to Lock in Freshness. Don't mention any ingredients not mentioned here: Shrimp (Pandalus Jordani), Salt."
27,2,Kroger® Cooked & Peeled Salad Shrimp 4 oz. Bag,Kroger® Peeled Cooked Salad Shrimp,00011110964205,Kroger,,Peeled,Cooked,Salad Shrimp,,,0,,"Shrimp (Pandalus Jordani), Salt.",,shrimp,"You are a world class marketing copywriter. Using 65 words or less, write a product description for a shrimp product. The product is Kroger® Peeled Cooked Salad Shrimp. The target consumer is practical. Do not use words above a 8th grade education level. Use 65 words or less. Do not use an introductory sentence, but include the product name in the first sentence. Begin the first sentence with the product name. Do not embellish. Use national brand and other retailer private label product descriptions as reference. Mention suggestions for serving at occasions when possible. Use 4 sentences, the first sentence must begin with the product name. Do not mention ingredients not listed here: Shrimp (Pandalus Jordani), Salt.","Give me five succinct bullet points (no more than 12 words per bullet point) for Kroger® Peeled Cooked Salad Shrimp. Use this info for writing the bullets: 0 . Don't mention any ingredients not mentioned here: Shrimp (Pandalus Jordani), Salt."
